content,type
"All transparent things need
               thunder shirts. The little
ghost hanging from an eave,
               on Underwood
Street, a piece of
               lavender-tinted
netting stretched onto
               a metal frame. The Boston
terriers and Chihuahuas patiently
               wait out storms
with their eyes bulging
               in their special
wraparound shirts. My
               family used to
laugh at me
               sleeping under
two down quilts, wearing a wool
               hat in summer,
when I said
               I was afraid
otherwise I would
               fly up to the ceiling.

Once on a sidewalk
               beside Erie Street
around the corner
               from Underwood
where the pointless
               obsolete
tracks run to a dead end
               on the other side,
I found a black
               and silver rosary,
with shining
               onyx beads, like
the ones
               that you see
hanging
               from the belts of
nuns in their habits or priests
               in their chasubles.
I kept it
               carefully until either
I lost it or it got buried
               in the bottom of a purse
abandoned under
               my bed or in the
closet. Clutter keeps
               me bound to
this earth.
                      I told Patti last night
               that the God-sized
hole in me was
               so big and vacant,
voracious and spacious,
               it was like I was
running some kind
               of desperate toddlerï¿½s
shape-sorter game, trying to find
               something that fit
to plug into it. Iï¿½d stuff anything
               in there, regardless
of whether the shape
               coincided with
the opening. It was
               like I could look
at the sky and attract
               space junk, broken
satellites, spent rocket
               stages,
micrometeoroids, to
               plug the
gap.

               The wind is its own
kind of chaos,
               sometimes like a sheet
of itself tangled
               or flowing
on a celestial
               clothesline. It needs
a weighted blanket.
               Little red flags
on the maple
               at the corner of
Underwood and Erie
               near the switching yard.
Slow-moving locomotives
               that might be driven by
nobody. Flags
               hold the tree down,
mark it, make it know
               itï¿½s real.
Flapping on the flaming maple
               or falling.",Religion
"Though I have never caught the word
Of God from any calling bird,
I hear all that the ancients heard.
 
Though I have seen no deity
Enter or leave a twilit tree,
I see all that the seers see.
 
A common stone can still reveal
Something not stone, not seen, yet real.
What may a common stone conceal?
 
Nothing is far that once was near.
Nothing is hid that once was clear.
Nothing was God that is not here.
 
Here is the bird, the tree, the stone.
Here in the sun I sit alone
Between the known and the unknown.",Religion
"I live through the day and do my daily chores
I kneel by my bed at night and talk to the Lord
I thank Him for the sunshine and the friendly smiles
I share with Him a list I have mentally compiled

I tell Him of the goodness others have shown to me
I ask Him to look after them and their families
I tell him about those who are in need of help
I ask Him to show me how I can help them myself",Religion
"Mary Magdalene
                                       Virgin Mother
                                                                Mary, Sister of Martha

I seen grains
                                       I tried to save sand
                                                                sunlit hair
of so much blow
                                       my veil thins to open pores
                                                                gathers in the field
with bloody streams
                                       thousands died
                                                                rain stops to let me by
oozing from poison tip places
                                       for one a bastard
                                                                when we walk together
long thin waifs
                                       sucked from my tit
                                                                tell me brother how
loose leg women
                                       tasted salty skin
                                                                to fill your bowl
sucking juice from a stone
                                       I fire that heals the brand
                                                                tell me how sparks
the pillar of God
                                       I open and closed mouth",Religion
"Without Jesus, where would we be?
Our souls would be like vapor, without reality
The animated body of clay we carry around
Would be no more than just a piece of ground

Because Calvary happened so long ago
Some say this we no longer need to know
They say Jesus was just an ordinary man
That all His teachings should be banned",Religion
"I do not love you except because I love you;
I go from loving to not loving you,
From waiting to not waiting for you
My heart moves from cold to fire.

I love you only because it's you the one I love;
I hate you deeply, and hating you
Bend to you, and the measure of my changing love for you
Is that I do not see you but love you blindly.

Maybe January light will consume
My heart with its cruel
Ray, stealing my key to true calm.

In this part of the story I am the one who
Dies, the only one, and I will die of love because I love you,
Because I love you, Love, in fire and blood. ",Love
"Jesus is the one I pray to
Just what can this man, Jesus, do?
He can move mountains with a wave of His hand
He can part the seas and lay bare the land

He can open the gates of Hell
He can do anything but fail
He can forgive us of our sins
He can make us feel whole again",Religion
"Oh, give us pleasure in the flowers to-day;
And give us not to think so far away
As the uncertain harvest; keep us here
All simply in the springing of the year.

Oh, give us pleasure in the orchard white,
Like nothing else by day, like ghosts by night;
And make us happy in the happy bees,
The swarm dilating round the perfect trees.

And make us happy in the darting bird
That suddenly above the bees is heard,
The meteor that thrusts in with needle bill,
And off a blossom in mid air stands still.

For this is love and nothing else is love,
The which it is reserved for God above
To sanctify to what far ends He will,
But which it only needs that we fulfil",Nature
"With ganial foire
    Thransfuse me loyre,
  Ye sacred nympths of Pindus,
    The whoile I sing
    That wondthrous thing,
  The Palace made o’ windows!

    Say, Paxton, truth,
    Thou wondthrous youth,
  What sthroke of art celistial,
    What power was lint
    You to invint
  This combineetion cristial.

    O would before
    That Thomas Moore,
  Likewoise the late Lord Boyron,
    Thim aigles sthrong
    Of godlike song,
  Cast oi on that cast oiron!

    And saw thim walls,
    And glittering halls,
  Thim rising slendther columns,
    Which I poor pote,
    Could not denote,
  No, not in twinty vollums.

    My Muse’s words
    Is like the bird’s
  That roosts beneath the panes there;
    Her wing she spoils
    ‘Gainst them bright toiles,
  And cracks her silly brains there.

    This Palace tall,
    This Cristial Hall,
  Which Imperors might covet,
    Stands in High Park
    Like Noah’s Ark,
  A rainbow bint above it.

    The towers and fanes,
    In other scaynes,
  The fame of this will undo,
    Saint Paul’s big doom,
    Saint Payther’s Room,
  And Dublin’s proud Rotundo.

    ‘Tis here that roams,
    As well becomes
  Her dignitee and stations,
    Victoria Great,
    And houlds in state
  The Congress of the Nations",Mythology
"Posters for the missing kapok tree appear on streetlights
offering a reward for its safe return. I hate to spoil it,

but the end of every biography is death. The end of a city
in the rainforest is a legend and a lost expedition. The end

of mythology is forgetfulness, placing gifts in the hole
where the worshipped tree should be. But my memory

lengthens with each ending. I know where to find the lost
mines of Muribeca and how to cross the Pacific on a raft

made of balsa. I know the tree wasn’t stolen. She woke from
her stillness some equatorial summer evening by a dream

of being chased by an amorous faun, which was a memory,
which reminded her that in another form she had legs

and didn’t need the anxious worship of people who thought
her body was a message. She is happier than the poem tattooed",Mythology
